marca,modelo,anio,clase,traccion,combustible,transmision,cilindros,cilindrada,mpg_ciudad,mpg_ruta,mpg_combinado,co2_g_milla,barriles_anio,costo_combustible_anio,puntaje_gei,ahorro_5anios
Ram,1500 4WD,2026,Standard Pickup Trucks 4WD,4-Wheel Drive,Regular,Automatic 8-spd,6.0,3.0,18,24,20,444.0,14.876,3100,4,-4500
Ram,1500 4WD,2026,Standard Pickup Trucks 4WD,4-Wheel Drive,Midgrade,Automatic 8-spd,8.0,5.7,16,20,18,502.0,16.528,3900,3,-8500
Toyota,Tundra 4WD,2026,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Regular,Automatic (S10),6.0,3.4,17,22,19,468.0,15.658,3250,4,-5250
Toyota,Tundra 4WD,2026,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Regular,Automatic (S10),6.0,3.4,17,22,19,462.0,15.658,3250,4,-5250
Toyota,Tundra Hybrid 4WD,2026,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Regular,Automatic (S10),6.0,3.4,19,22,20,439.0,14.876,3100,4,-4500
Toyota,Tundra Hybrid 4WD PRO,2026,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Regular,Automatic (S10),6.0,3.4,18,20,19,461.0,15.658,3250,4,-5250
Toyota,Tundra 4WD TRD Perf,2026,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Premium,Automatic (S10),6.0,3.4,17,22,19,462.0,15.658,4000,4,-9000
Toyota,Tundra Hybrid 4WD TRD Per,2026,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Premium,Automatic (S10),6.0,3.4,19,22,20,439.0,14.876,3800,4,-8000
Toyota,Tundra Hybrid 4WD PRO TRD Perf,2026,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Premium,Automatic (S10),6.0,3.4,18,20,19,461.0,15.658,4000,4,-9000
Mercedes-Benz,GLA250,2026,Special Purpose Vehicle 2WD,Front-Wheel Drive,Premium,Automatic (AM8),4.0,2.0,26,34,29,306.0,10.259,2600,6,-2000
Chevrolet,Silverado Cab Chassis 2WD,2026,Special Purpose Vehicle 2WD,Rear-Wheel Drive,Regular,Automatic 10-spd,8.0,5.3,15,18,16,551.0,18.594,3850,3,-8250
Chevrolet,Silverado Cab Chassis 4WD,2026,Special Purpose Vehicle 4WD,4-Wheel Drive,Regular,Automatic 10-spd,8.0,5.3,14,16,15,592.0,19.834,4100,2,-9500
GMC,Sierra Cab Chassis 2WD,2026,Special Purpose Vehicle 2WD,Rear-Wheel Drive,Regular,Automatic 10-spd,8.0,5.3,15,18,16,551.0,18.594,3850,3,-8250
GMC,Sierra Cab Chassis 4WD,2026,Special Purpose Vehicle 4WD,4-Wheel Drive,Regular,Automatic 10-spd,8.0,5.3,14,16,15,592.0,19.834,4100,2,-9500
Chrysler,Pacifica,2026,Minivan - 2WD,Front-Wheel Drive,Regular,Automatic 9-spd,6.0,3.6,19,28,22,401.0,13.523,2800,4,-3000
Chrysler,Voyager,2026,Minivan - 2WD,Front-Wheel Drive,Regular,Automatic 9-spd,6.0,3.6,19,28,22,401.0,13.523,2800,4,-3000
Honda,Odyssey,2026,Minivan - 2WD,Front-Wheel Drive,Regular,Automatic (S10),6.0,3.5,19,28,22,395.0,13.523,2800,4,-3000
Kia,Carnival,2026,Minivan - 2WD,Front-Wheel Drive,Regular,Automatic (S8),6.0,3.5,18,25,21,428.0,14.167,2950,4,-3750
Kia,Carnival Hybrid,2026,Minivan - 2WD,Front-Wheel Drive,Regular,Automatic (AM-S6),4.0,1.6,34,31,32,275.0,9.297,1900,6,1500
Acura,MDX FWD,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Premium,Automatic (S10),6.0,3.5,19,26,22,411.0,13.523,3450,4,-6250
Buick,Encore GX FWD FFV,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Gasoline or E85,Automatic (variable gear ratios),3.0,1.2,30,31,30,297.0,9.917,2050,6,750
Buick,Encore GX FWD,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (variable gear ratios),3.0,1.3,29,31,30,297.0,9.917,2050,6,750
Chevrolet,Equinox FWD,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (variable gear ratios),4.0,1.5,26,29,27,329.0,11.019,2300,5,-500
Chevrolet,Trailblazer FWD FFV,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Gasoline or E85,Automatic (variable gear ratios),3.0,1.2,30,31,30,297.0,9.917,2050,6,750
Chevrolet,Trailblazer FWD,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (variable gear ratios),3.0,1.3,29,33,31,287.0,9.597,2000,6,1000
Genesis,GV80 RWD,2026,Small Sport Utility Vehicle 2WD,Rear-Wheel Drive,Premium,Automatic (S8),4.0,2.5,20,26,22,403.0,13.523,3450,4,-6250
GMC,Terrain FWD,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (variable gear ratios),4.0,1.5,26,28,27,329.0,11.019,2300,5,-500
Hyundai,Santa Fe Hybrid FWD,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (AM-S6),4.0,1.6,37,36,36,244.0,8.264,1700,7,2500
Hyundai,Kona FWD SX2 1.6T 8AT FWD,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S8),4.0,1.6,26,31,28,320.0,10.625,2200,5,0
Hyundai,Kona FWD,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (AV-S1),4.0,2.0,28,35,31,288.0,9.597,2000,6,1000
Hyundai,Santa Cruz FWD,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S8),4.0,2.5,22,30,25,356.0,11.9,2450,5,-1250
Hyundai,Santa Fe FWD,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S8),4.0,2.5,20,29,24,374.0,12.396,2550,5,-1750
Hyundai,Venue,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (AV-S1),4.0,1.6,29,33,31,291.0,9.597,2000,6,1000
Hyundai,Tucson FWD,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S8),4.0,2.5,25,33,28,322.0,10.625,2200,5,0
Hyundai,Kona FWD w/Stop-Start,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (AV-S1),4.0,2.0,29,34,31,284.0,9.597,2000,6,1000
Kia,Sportage FWD,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S8),4.0,2.5,25,33,28,317.0,10.625,2200,5,0
Kia,Sportage Hybrid FWD,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (AM-S6),4.0,1.6,41,44,42,209.0,7.084,1450,7,3750
Kia,Sorento Hybrid FWD,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (AM-S6),4.0,1.6,37,36,37,240.0,8.041,1650,7,2750
Kia,Niro,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (AM-S6),4.0,1.6,53,45,49,181.0,6.072,1250,8,4750
Kia,Niro FE,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (AM-S6),4.0,1.6,53,54,53,167.0,5.613,1150,8,5250
Kia,Sorento FWD,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S8),4.0,2.5,23,31,26,339.0,11.443,2350,5,-750
Kia,Sorento FWD,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (AM-S8),4.0,2.5,20,29,23,382.0,12.935,2650,5,-2250
Lexus,NX 350h,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Premium,Automatic (AV-S6),4.0,2.5,42,38,40,220.0,7.438,1900,7,1500
Mercedes-Benz,GLC300,2026,Small Sport Utility Vehicle 2WD,Rear-Wheel Drive,Premium,Automatic 9-spd,4.0,2.0,24,32,27,323.0,11.019,2800,5,-3000
Nissan,Rogue FWD,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (AV-S8),3.0,1.5,29,36,32,279.0,9.297,1900,6,1500
Volkswagen,Atlas,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S8),4.0,2.0,20,27,23,390.0,12.935,2650,5,-2250
Volkswagen,Atlas Cross Sport,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S8),4.0,2.0,20,27,23,390.0,12.935,2650,5,-2250
Volkswagen,Taos,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S8),4.0,1.5,28,36,31,287.0,9.597,2000,6,1000
Volkswagen,Tiguan,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S8),4.0,2.0,25,32,28,320.0,10.625,2200,5,0
Volkswagen,Tiguan S,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S8),4.0,2.0,26,34,29,307.0,10.259,2100,6,500
Volvo,XC40 B4,2026,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Premium,Automatic (S8),4.0,2.0,25,32,27,326.0,11.019,2800,5,-3000
Acura,MDX AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S10),6.0,3.5,19,25,21,423.0,14.167,3600,4,-7000
BMW,X1 xDrive28i,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AM-S7),4.0,2.0,25,34,28,311.0,10.625,2700,5,-2500
BMW,X1 M35i,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AM-S7),4.0,2.0,24,32,27,327.0,11.019,2800,5,-3000
BMW,X2 xDrive28i,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AM-S7),4.0,2.0,24,34,28,314.0,10.625,2700,5,-2500
BMW,X2 M35i,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AM-S7),4.0,2.0,23,31,26,338.0,11.443,2900,5,-3500
BMW,X3 xDrive30,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,27,33,29,299.0,10.259,2600,6,-2000
BMW,X3 M50,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),6.0,3.0,25,30,27,320.0,11.019,2800,5,-3000
Buick,Envision AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S9),4.0,2.0,22,28,25,361.0,11.9,2450,5,-1250
Buick,Encore GX AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic 9-spd,3.0,1.3,26,28,27,327.0,11.019,2300,5,-500
Chevrolet,Equinox AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic 8-spd,4.0,1.5,25,29,26,342.0,11.443,2350,5,-750
Chevrolet,Trailblazer AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic 9-spd,3.0,1.3,26,29,27,329.0,11.019,2300,5,-500
Genesis,GV70 AWD (5 Mode),2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.5,20,26,22,402.0,13.523,3450,4,-6250
Genesis,GV70 AWD (4 Mode),2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.5,20,28,23,393.0,12.935,3300,5,-5500
Genesis,GV70 AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),6.0,3.5,18,25,21,433.0,14.167,3600,4,-7000
GMC,Terrain AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic 8-spd,4.0,1.5,24,28,25,356.0,11.9,2450,5,-1250
GMC,Terrain AWD  Denali/AT4,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic 8-spd,4.0,1.5,24,26,25,358.0,11.9,2450,5,-1250
Honda,CR-V AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (variable gear ratios),4.0,1.5,27,31,29,310.0,10.259,2100,6,500
Honda,CR-V AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (variable gear ratios),4.0,2.0,40,34,37,237.0,8.041,1650,7,2750
Honda,CR-V AWD TrailSport,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (variable gear ratios),4.0,2.0,38,33,35,252.0,8.5,1750,6,2250
Hyundai,Santa Fe Hybrid AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AM-S6),4.0,1.6,35,34,34,258.0,8.75,1800,6,2000
Hyundai,Kona AWD SX2 1.6T 8AT AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,1.6,25,28,26,340.0,11.443,2350,5,-750
Hyundai,Kona AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AV-S1),4.0,2.0,26,29,27,323.0,11.019,2300,5,-500
Hyundai,Santa Cruz AWD NX4 OB 2.5 AWD 8AT,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.5,21,29,24,367.0,12.396,2550,5,-1750
Hyundai,Santa Cruz AWD NX4 OB 2.5T AWD 8AT,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.5,18,25,20,433.0,14.876,3100,4,-4500
Hyundai,Santa Fe AWD XRT,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.5,19,25,21,421.0,14.167,2950,4,-3750
Hyundai,Santa Fe AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.5,20,28,23,389.0,12.935,2650,5,-2250
Hyundai,Santa Cruz XRT AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.5,18,25,20,435.0,14.876,3100,4,-4500
Hyundai,Tucson Hybrid,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AM-S6),4.0,1.6,36,37,36,243.0,8.264,1700,7,2500
Hyundai,Tucson Hybrid Blue,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AM-S6),4.0,1.6,38,38,38,234.0,7.829,1600,7,3000
Hyundai,Tucson AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.5,24,30,26,337.0,11.443,2350,5,-750
Hyundai,Kona AWD w/Stop-Start,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AV-S1),4.0,2.0,27,29,28,319.0,10.625,2200,5,0
Jeep,Compass 4WD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic 8-spd,4.0,2.0,23,31,26,335.0,11.443,2350,5,-750
Kia,Sportage AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.5,24,30,26,339.0,11.443,2350,5,-750
Kia,Sportage Hybrid AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AM-S6),4.0,1.6,35,36,35,251.0,8.5,1750,6,2250
Kia,Seltos AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,1.6,24,27,25,350.0,11.9,2450,5,-1250
Kia,Seltos AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AV-S8),4.0,2.0,27,31,29,309.0,10.259,2100,6,500
Kia,Sorento Hybrid AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AM-S6),4.0,1.6,32,35,34,264.0,8.75,1800,6,2000
Kia,Sorento AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.5,23,28,25,357.0,11.9,2450,5,-1250
Kia,Sorento AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AM-S8),4.0,2.5,20,27,23,388.0,12.935,2650,5,-2250
Kia,Sportage X-pro,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.5,23,26,24,374.0,12.396,2550,5,-1750
Lexus,NX 350h AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AV-S6),4.0,2.5,41,37,39,225.0,7.628,1950,7,1250
Lexus,NX 350 AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.4,21,28,24,370.0,12.396,3150,5,-4750
Lexus,NX 350 AWD F Sport,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.4,21,28,24,370.0,12.396,3150,5,-4750
Lincoln,Nautilus AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic 8-spd,4.0,2.0,21,29,24,369.0,12.396,2550,5,-1750
Lincoln,Nautilus HEV AWD,2026,Small Sport Utility Vehicle 4WD,Part-time 4-Wheel Drive,Regular,Automatic (variable gear ratios),4.0,2.0,29,31,30,297.0,9.917,2050,6,750
Mercedes-Benz,GLC300 4matic,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 9-spd,4.0,2.0,23,31,26,338.0,11.443,2900,5,-3500
Mercedes-Benz,GLC300 4matic (coupe),2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 9-spd,4.0,2.0,23,31,26,337.0,11.443,2900,5,-3500
Mercedes-Benz,GLE350,2026,Small Sport Utility Vehicle 4WD,Rear-Wheel Drive,Premium,Automatic 9-spd,4.0,2.0,21,28,23,382.0,12.935,3300,5,-5500
Mercedes-Benz,GLE350 4matic,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic 9-spd,4.0,2.0,19,26,22,410.0,13.523,3450,4,-6250
Mercedes-Benz,GLA250 4matic,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AM8),4.0,2.0,25,33,28,315.0,10.625,2700,5,-2500
Mercedes-Benz,GLB250 4matic,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AM8),4.0,2.0,24,33,27,324.0,11.019,2800,5,-3000
MINI,Countryman S All4,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AM-S7),4.0,2.0,24,32,27,324.0,11.019,2800,5,-3000
MINI,JCW Countryman ALL4,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AM-S7),4.0,2.0,23,30,25,344.0,11.9,3050,5,-4250
Nissan,Rogue AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AV-S8),3.0,1.5,28,35,31,291.0,9.597,2000,6,1000
Nissan,Rogue AWD Rock Creek,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AV-S8),3.0,1.5,27,32,29,307.0,10.259,2100,6,500
Porsche,Macan,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AM-S7),4.0,2.0,19,25,21,424.0,14.167,3600,4,-7000
Porsche,Macan S,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AM-S7),6.0,2.9,17,23,19,465.0,15.658,4000,4,-9000
Porsche,Macan T,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AM-S7),4.0,2.0,19,25,21,424.0,14.167,3600,4,-7000
Porsche,Macan GTS,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (AM-S7),6.0,2.9,17,22,19,466.0,15.658,4000,4,-9000
Subaru,Forester AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AV-S8),4.0,2.5,26,33,29,310.0,10.259,2100,6,500
Subaru,Outback AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AV-S8),4.0,2.5,25,31,27,330.0,11.019,2300,5,-500
Subaru,Forester Sport/Touring AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AV-S8),4.0,2.5,25,32,28,317.0,10.625,2200,5,0
Subaru,Outback AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AV-S8),4.0,2.4,21,29,24,369.0,12.396,2550,5,-1750
Subaru,Crosstrek AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AV-S8),4.0,2.5,26,33,29,307.0,10.259,2100,6,500
Subaru,Crosstrek Wilderness AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AV-S8),4.0,2.5,24,29,26,337.0,11.443,2350,5,-750
Subaru,Outback Wilderness AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AV-S8),4.0,2.4,21,27,23,385.0,12.935,2650,5,-2250
Subaru,Forester Wilderness AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AV-S8),4.0,2.5,24,28,26,347.0,11.443,2350,5,-750
Subaru,Crosstrek Hybrid AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (AV-S6),4.0,2.5,36,36,36,246.0,8.264,1700,7,2500
Volkswagen,Atlas SEL 4motion,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.0,19,25,21,417.0,14.167,2950,4,-3750
Volkswagen,Atlas SE 4motion,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.0,20,26,22,407.0,13.523,2800,4,-3000
Volkswagen,Atlas Cross Sport 4motion,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.0,20,26,22,407.0,13.523,2800,4,-3000
Volkswagen,Atlas 4motion Peak Edition,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.0,19,25,21,421.0,14.167,2950,4,-3750
Volkswagen,Taos 4motion,2026,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Regular,Automatic (S8),4.0,1.5,25,33,28,318.0,10.625,2200,5,0
Volkswagen,Tiguan 4motion,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.0,22,30,25,351.0,11.9,2450,5,-1250
Volkswagen,Tiguan SEL 4Motion,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Regular,Automatic (S8),4.0,2.0,22,29,25,360.0,11.9,2450,5,-1250
Volvo,XC40 B5 AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,23,30,26,343.0,11.443,2900,5,-3500
Volvo,XC60 B5 AWD,2026,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),4.0,2.0,23,30,26,343.0,11.443,2900,5,-3500
BMW,X5 sDrive40i,2026,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Premium,Automatic (S8),6.0,3.0,23,27,25,360.0,11.9,3050,5,-4250
Buick,Enclave FWD,2026,Standard Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic 8-spd,4.0,2.5,20,25,22,404.0,13.523,2800,4,-3000
Chevrolet,Traverse FWD,2026,Standard Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic 8-spd,4.0,2.5,20,26,22,404.0,13.523,2800,4,-3000
Dodge,Durango RWD,2026,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Regular,Automatic 8-spd,6.0,3.6,18,25,20,434.0,14.876,3100,4,-4500
GMC,Acadia FWD,2026,Standard Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic 8-spd,4.0,2.5,20,26,22,404.0,13.523,2800,4,-3000
Hyundai,Palisade FWD,2026,Standard Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (S8),6.0,3.5,19,25,21,418.0,14.167,2950,4,-3750
Hyundai,Palisade Hybrid FWD Blue,2026,Standard Sport Utility Vehicle 2WD,Front-Wheel Drive,Regular,Automatic (AM-S6),4.0,2.5,33,35,34,258.0,8.75,1800,6,2000
Infiniti,QX60 FWD,2026,Standard Sport Utility Vehicle 2WD,Front-Wheel Drive,Premium,Automatic (S9),4.0,2.0,22,28,24,371.0,12.396,3150,5,-4750
Infiniti,QX80 2WD,2026,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Premium,Automatic (S9),6.0,3.5,16,20,18,504.0,16.528,4200,3,-10000
Nissan,Armada 2WD,2026,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Premium,Automatic (S9),6.0,3.5,16,20,18,506.0,16.528,4200,3,-10000
Toyota,Sequoia 2WD,2026,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Regular,Automatic (S10),6.0,3.4,21,24,22,395.0,13.523,2800,4,-3000
Toyota,Sequoia 2WD,2026,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Premium,Automatic (S10),6.0,3.4,21,24,22,395.0,13.523,3450,4,-6250
Acura,MDX AWD Type-S,2026,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S10),6.0,3.0,17,21,19,474.0,15.658,4000,4,-9000
Audi,SQ7,2026,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),8.0,4.0,14,20,16,540.0,18.594,4750,3,-12750
Bentley,Bentayga,2026,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),8.0,4.0,14,21,16,553.0,18.594,4750,3,-12750
Bentley,Bentayga EWB,2026,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),8.0,4.0,14,21,16,553.0,18.594,4750,3,-12750
BMW,X5 xDrive40i,2026,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),6.0,3.0,23,27,25,352.0,11.9,3050,5,-4250
BMW,X5 M60i xDrive,2026,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),8.0,4.4,17,22,19,458.0,15.658,4000,4,-9000
BMW,X5 M Competition,2026,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),8.0,4.4,13,18,15,589.0,19.834,5050,2,-14250
BMW,X6 xDrive40i,2026,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),6.0,3.0,22,26,23,372.0,12.935,3300,5,-5500
BMW,X6 M60i xDrive,2026,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),8.0,4.4,17,22,19,458.0,15.658,4000,4,-9000
BMW,X6 M Competition,2026,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),8.0,4.4,13,18,15,589.0,19.834,5050,2,-14250
BMW,X7 xDrive40i,2026,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),6.0,3.0,21,25,23,387.0,12.935,3300,5,-5500
BMW,X7 M60i xDrive,2026,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Premium,Automatic (S8),8.0,4.4,16,20,18,498.0,16.528,4200,3,-10000
